school_id,short_name,long_name,school_type,primary_category,address,city,state,zip,phone,fax,cps_school_profile,website,progress_report_year,excelerate_award_gold_year,student_growth_rating,student_growth_description,student_attainment_rating,student_attainment_description,culture_climate_rating,culture_climate_description,school_survey_student_response,school_survey_student_response_1,school_survey_teacher_response,school_survey_teacher_response_1,healthy_school_certification,healthy_school_certification_1,creative_school_certification_1,school_survey_involved,school_survey_supportive,school_survey_ambitious,school_survey_effective,school_survey_collaborative,school_survey_safety,suspensions_per_100_students,suspensions_per_100_students_2,misconducts_to_suspensions,misconducts_to_suspensions_2,average_length_suspension,average_length_suspension_2,behavior_discipline_year,behavior_discipline_year_1,student_attendance_year_2,student_attendance_avg_pct,teacher_attendance_year_1,teacher_attendance_year_2,teacher_attendance_avg_pct,other_metrics_year_1,other_metrics_year_2,progress_toward_graduation,progress_toward_graduation_1,state_school_report_card,mobility_rate_pct,chronic_truancy_pct,supportive_school_award,supportive_school_award_desc,parent_survey_results_year,school_latitude,school_longitude,sat_grade_11_score_school,sat_grade_11_score_cps_avg,attainment_sat_grade_11_school,attainment_sat_grade_11_school_1,one_year_dropout_rate_year,one_year_dropout_rate_year_1,one_year_dropout_rate_avg,freshmen_on_track_school,freshmen_on_track_cps_pct,graduation_4_year_school,graduation_4_year_cps_pct,graduation_4_year_school_1,graduation_4_year_cps_pct_1,graduation_5_year_school,graduation_5_year_cps_pct,graduation_5_year_school_1,graduation_5_year_cps_pct_1,college_enrollment_school,college_enrollment_cps_pct,college_enrollment_school_1,college_enrollment_cps_pct_1,college_persistence_school,college_persistence_cps_pct,college_persistence_school_1,college_persistence_cps_pct_1,suspensions_per_100_students_1,misconducts_to_suspensions_1,average_length_suspension_1,improvement_award_year,excellence_award_year,blue_ribbon_award_year,spot_light_award_year
400039,ERIE,Erie Elementary Charter School,Charter,ES,1405 N WASHTENAW AVE,Chicago,Illinois,60622,773-486-7161,773-486-7234,{'url': 'https://www.cps.edu/schools/schoolprofiles/400039'},{'url': 'http://www.eriecharterschool.org'},2021,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",86.3,59,73.3,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,,0,,1.1,,1.7 days,2020,2021,88.2,89.1,,,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=15016299025219C'},3.4,44,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2021,41.906771,-87.694364,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609954,GREGORY,John Milton Gregory Elementary School,Neighborhood,ES,3715 W POLK ST,Chicago,Illinois,60624,773-534-6820,773-534-6484,{'url': 'https://www.cps.edu/schools/schoolprofiles/609954'},{'url': 'https://gregoryacademy.org'},2021,2021,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NOT YET ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",54,59,75,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",WEAK,NEUTRAL,WEAK,NEUTRAL,WEAK,NOT ENOUGH DATA,2.1,0,22.6,1.1,1.7 days,1.7 days,2020,2021,89.3,89.1,93,86.5,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252230'},9.5,32.3,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2021,41.870742,-87.718666,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,
610385,MULTICULTURAL ARTS HIGH SCHOOL,Multicultural Arts High School,Small,HS,3120 S KOSTNER AVE,Chicago,Illinois,60623,773-535-4242,773-535-4273,{'url': 'https://www.cps.edu/schools/schoolprofiles/610385'},{'url': 'https://multiculturalartshs.org/'},2021,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time compared other CPS school and schools nationwide. The score is based on an average of the available PSAT and SAT growth measures listed below.,NO DATA AVAILABLE,"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",61.4,59,83.3,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",STRONG,STRONG,NEUTRAL,NEUTRAL,STRONG,NOT ENOUGH DATA,10.7,0,9.5,1.1,1.8 days,1.7 days,2020,2021,98.9,89.1,94.5,81.3,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990250836'},8.1,0.9,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2021,41.835282,-87.735283,783,940,2.6,2.6,13.9,3.6,3.8,80.4,86.7,73.3,80.2,51.1,80.6,55.3,83.8,83.6,82.5,42.9,61.9,55.6,67,62.9,71.7,51.9,73.7,,,,,,,
609723,MARSHALL HS,John Marshall Metropolitan High School,Neighborhood,HS,3250 W ADAMS ST,Chicago,Illinois,60624,773-534-6455,773-534-6409,{'url': 'https://www.cps.edu/schools/schoolprofiles/609723'},{'url': 'http://marshallmetro.cps.edu'},2021,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time compared other CPS school and schools nationwide. The score is based on an average of the available PSAT and SAT growth measures listed below.,NO DATA AVAILABLE,"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",54.1,59,70.4,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",NEUTRAL,STRONG,STRONG,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,12.1,0,9.6,1.1,2.3 days,1.7 days,2020,2021,57.6,89.1,94.9,85.7,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990250029'},16,81.2,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2021,41.878444,-87.70805,777,940,1.6,1.6,11.3,4.7,3.8,88.6,86.7,44.6,80.2,59.2,80.6,63.2,83.8,73.8,82.5,38.6,61.9,35.9,67,26.1,71.7,51.9,73.7,,,,,,,
610563,BACK OF THE YARDS HS,Back of the Yards IB HS,Neighborhood,HS,2111 W 47TH ST,Chicago,Illinois,60609,773-535-7320,773-535-6880,{'url': 'https://www.cps.edu/schools/schoolprofiles/610563'},{'url': 'https://boycp.org/'},2021,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time compared other CPS school and schools nationwide. The score is based on an average of the available PSAT and SAT growth measures listed below.,NO DATA AVAILABLE,"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",74.6,59,80.7,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",STRONG,VERY STRONG,STRONG,NEUTRAL,STRONG,NOT ENOUGH DATA,0.1,0,3.6,1.1,2.0 days,1.7 days,2020,2021,87,89.1,96.3,88.4,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990250014'},0.7,33.6,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2021,41.808413,-87.677541,949,940,34,34,0.5,0.1,3.8,89.3,86.7,95.9,80.2,96.3,80.6,96.7,83.8,96,82.5,79.7,61.9,80.6,67,82.2,71.7,77.6,73.7,,,,,,,
609974,HAWTHORNE,Hawthorne Elementary Scholastic Academy,Magnet,ES,3319 N CLIFTON AVE,Chicago,Illinois,60657,773-534-5550,773-534-5781,{'url': 'https://www.cps.edu/schools/schoolprofiles/609974'},{'url': 'https://www.hawthorneacad.org'},2021,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",88.8,59,69.4,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",STRONG,STRONG,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,,0,,1.1,,1.7 days,2020,2021,97.7,89.1,95.4,93.1,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252249'},3,3.4,EXEMPLARY,"This school has a strong commitment and robust systems to support social and emotional learning (SEL).  Documents, observations, and interviews with students, parents, and other members of the school community demonstrate that SEL is a core part of students’ experience and the learning environment meets CPS School Climate Standards.",2021,41.942275,-87.657709,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,
400119,LEGAL PREP HS,Legal Prep Charter Academy,Charter,HS,4319 W WASHINGTON BLVD,Chicago,Illinois,60624,773-922-7800,312-386-5796,{'url': 'https://www.cps.edu/schools/schoolprofiles/400119'},{'url': 'https://www.legalprep.org'},2021,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time compared other CPS school and schools nationwide. The score is based on an average of the available PSAT and SAT growth measures listed below.,NO DATA AVAILABLE,"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",59.3,59,79,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",STRONG,STRONG,STRONG,NEUTRAL,WEAK,NOT ENOUGH DATA,,0,,1.1,,1.7 days,2020,2021,75.6,89.1,,,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=15016299025019C'},4.9,56.1,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2021,41.881733,-87.733778,805,940,0,0,3,,3.8,75,86.7,56.1,80.2,76.4,80.6,76.9,83.8,78.1,82.5,62,61.9,74.1,67,37.5,71.7,40.9,73.7,,,,,,,
610022,KILMER,Joyce Kilmer Elementary School,Neighborhood,ES,6700 N GREENVIEW AVE,Chicago,Illinois,60626,773-534-2115,773-534-2186,{'url': 'https://www.cps.edu/schools/schoolprofiles/610022'},{'url': 'https://kilmerelementary.org'},2021,2021,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",71.5,59,59,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",STRONG,VERY STRONG,STRONG,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,,0,,1.1,,1.7 days,2020,2021,94.2,89.1,94.1,91.2,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252296'},4.5,15.7,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2021,42.00364,-87.668222,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610103,OKEEFFE,Isabelle C O'Keeffe Elementary School,Neighborhood,ES,6940 S MERRILL AVE,Chicago,Illinois,60649,773-535-0600,773-535-0611,{'url': 'https://www.cps.edu/schools/schoolprofiles/610103'},{'url': 'https://okeeffesoe.org'},2021,2021,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",55,59,63.5,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",STRONG,STRONG,VERY STRONG,STRONG,STRONG,NOT ENOUGH DATA,3.1,0,40,1.1,1.7 days,1.7 days,2020,2021,88.2,89.1,95.1,89.9,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252382'},9.4,42.3,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2021,41.768602,-87.572806,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610290,MAYS,Benjamin E Mays Elementary Academy,Neighborhood,ES,6656 S NORMAL BLVD,Chicago,Illinois,60621,773-535-3892,773-535-3895,{'url': 'https://www.cps.edu/schools/schoolprofiles/610290'},{'url': 'https://maysacademy.com'},2021,2021,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",52.6,59,77.8,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",VERY STRONG,STRONG,STRONG,VERY STRONG,VERY STRONG,NOT ENOUGH DATA,2.3,0,100,1.1,1.6 days,1.7 days,2020,2021,96.4,89.1,93.7,86.4,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252802'},9.4,14.6,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2021,41.772727,-87.637277,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610213,WADSWORTH,James Wadsworth Elementary School,Neighborhood,ES,6650 S ELLIS AVE,Chicago,Illinois,60637,773-535-0730,773-535-0743,{'url': 'https://www.cps.edu/schools/schoolprofiles/610213'},{'url': 'https://wadsworthstem.com'},2021,2021,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",92.6,59,76.7,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,0.5,0,60,1.1,1.7 days,1.7 days,2020,2021,93.5,89.1,92.9,86.8,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252498'},10.4,22.1,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2021,41.773478,-87.601018,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609698,BOGAN HS,William J Bogan High School,Neighborhood,HS,3939 W 79TH ST,Chicago,Illinois,60652,773-535-2180,773-535-2165,{'url': 'https://www.cps.edu/schools/schoolprofiles/609698'},{'url': 'https://boganhs.org'},2021,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time compared other CPS school and schools nationwide. The score is based on an average of the available PSAT and SAT growth measures listed below.,NO DATA AVAILABLE,"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",64.1,59,77.3,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",NEUTRAL,STRONG,STRONG,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,13.4,0,26.1,1.1,2.9 days,1.7 days,2020,2021,71.9,89.1,93.2,81.9,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990250003'},6.3,67.3,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2021,41.749376,-87.721097,794,940,3.3,3.3,6.4,2.7,3.8,82.8,86.7,73.4,80.2,74.8,80.6,77.3,83.8,79.2,82.5,49.3,61.9,57.8,67,44,71.7,56,73.7,,,,,,,
400169,NOBLE - ITW SPEER HS,Noble - ITW David Speer Academy,Charter,HS,5321 W GRAND AVE,Chicago,Illinois,60639,773-622-7484,773-304-2700,{'url': 'https://www.cps.edu/schools/schoolprofiles/400169'},{'url': 'https://nobleschools.org/speer'},2021,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time compared other CPS school and schools nationwide. The score is based on an average of the available PSAT and SAT growth measures listed below.,NO DATA AVAILABLE,"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",54,59,86.2,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",STRONG,VERY STRONG,STRONG,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,,0,,1.1,,1.7 days,2020,2021,79,89.1,,,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=15016299025042C'},2.4,58.8,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2021,41.92563,-87.769808,936,940,26.5,26.5,3.3,1.5,3.8,92.9,86.7,89.7,80.2,84.8,80.6,88.6,83.8,86.2,82.5,83.1,61.9,81.1,67,73.9,71.7,76.8,73.7,,,,,,,
610203,TONTI,Enrico Tonti Elementary School,Neighborhood,ES,5815 S HOMAN AVE,Chicago,Illinois,60629,773-535-9280,773-535-0470,{'url': 'https://www.cps.edu/schools/schoolprofiles/610203'},{'url': 'https://tontischool.com'},2021,2021,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NOT ENOUGH DATA,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",16.3,59,48.6,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,,0,,1.1,,1.7 days,2020,2021,91,89.1,94.8,90.4,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252488'},7.4,30.9,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2021,41.787523,-87.708179,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400127,YCCS - AUSTIN CAREER,YCCS-Austin Career Education Center HS,Charter,HS,5352 W CHICAGO AVE,Chicago,Illinois,60651,773-626-6988,773-626-2641,{'url': 'https://www.cps.edu/schools/schoolprofiles/400127'},{'url': 'https://austincareer.org/'},2021,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time compared other CPS school and schools nationwide. The score is based on an average of the available PSAT and SAT growth measures listed below.,NO DATA AVAILABLE,"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",51.2,59,60,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",NOT ENOUGH DATA,VERY STRONG,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,,0,,1.1,,1.7 days,2020,2021,86.5,89.1,,,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=15016299025058C'},65.8,36.4,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2021,41.894976,-87.760221,0,940,0,0,28.4,17.4,3.8,,,,,,,,,,,6.7,61.9,6.5,67,,,,,,,,,,,
