school_id,legacy_unit_id,finance_id,short_name,long_name,primary_category,is_high_school,is_middle_school,is_elementary_school,is_pre_school,summary,administrator_title,administrator,address,city,state,zip,phone,fax,cps_school_profile,website,attendance_boundaries,grades_offered_all,grades_offered,student_count_total,student_count_low_income,student_count_special_ed,student_count_english_learners,student_count_black,student_count_hispanic,student_count_white,student_count_asian,student_count_native_american,student_count_other_ethnicity,student_count_asian_pacific,student_count_multi,student_count_hawaiian_pacific,student_count_ethnicity_not,statistics_description,demographic_description,dress_code,kindergarten_school_day,school_hours,earliest_drop_off_time,title_1_eligible,transportation_bus,transportation_el,overall_rating,rating_status,rating_statement,classification_description,school_year,network,is_gocps_participant,is_gocps_prek,is_gocps_elementary,is_gocps_high_school,school_latitude,school_longitude,location,:@computed_region_rpca_8um6,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,secondary_contact_title,secondary_contact,twitter,prek_school_day,bilingual_services,facebook,youtube,after_school_hours,college_enrollment_rate_school,college_enrollment_rate_mean,graduation_rate_school,graduation_rate_mean,classroom_languages,refugee_services,third_contact_title,third_contact_name,fourth_contact_title,fourth_contact_name,fifth_contact_title,fifth_contact_name,freshman_start_end_time,sixth_contact_title,sixth_contact_name,significantly_modified,preschool_inclusive,preschool_instructional,visual_impairments,transportation_metra,seventh_contact_title,seventh_contact_name,hard_of_hearing,pinterest
610323,7540,46491,BOWEN HS,Bowen High School,HS,True,False,False,False,Bowen creates community leaders! We work hard to ensure BHS students obtain an excellent education in order to compete globally and affect positive change within their community.,Principal,Priscilla Horton,2710 E 89TH ST,Chicago,Illinois,60617,773-535-7650,773-535-6489,{'url': 'https://www.cps.edu/schools/schoolprofiles/610323'},{'url': 'https://www.bowenhs.org'},False,"9,10,11,12",9-12,202,176,64,20,151,43,5,0,0,0,0,3,0,0,There are 202 students enrolled at BOWEN HS.  87.1% are Low Income Students.  31.7% are Diverse Learners.  9.9% are Limited English Learners.,The largest demographic at BOWEN HS is Black.  This demographic makes up 74.8% of the student population.  The second greatest demographic is Hispanic at 21.3%.,True,,8:00  AM - 3:15  PM,7:30 AM,True,"30, 87, 95E",,Level 2,INTENSIVE SUPPORT,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",These schools limit their student populations to 600. This provides a more intimate and personalized learning experience.,School Year 2022-2023,Network 17,True,False,False,True,41.734627,-87.55755,"{'type': 'Point', 'coordinates': [-87.55755, 41.734627]}",25,42,21202,508,37,Assistant Principal,Thomas Trotter,{'url': 'https://twitter.com/bowenhsisback'},,True,,,3:30 PM - 6:00 PM,45.5,67.2,57.1,78.9,"Spanish, Spanish for Heritage Speakers",False,Guidance Counselor,Janell Armstrong,Culture/Climate Lead and Dual Credit Instructor,Brianna Nkemeh,Dean of Students,Karen Stewart,8:00 AM - 3:23 PM,,,,,,,Metra Electric District (ME),,,,
610329,7610,31281,OROZCO,Orozco Fine Arts & Sciences Elementary School,ES,False,True,True,True,"""When you do good things, good things happen.""",Principal,Meghan Arminta Sovell,1940 W 18TH ST,Chicago,Illinois,60608,773-534-7215,773-534-7329,{'url': 'https://www.cps.edu/schools/schoolprofiles/610329'},{'url': 'https://orozco.cps.edu'},False,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",278,187,33,147,1,273,3,1,0,0,0,0,0,0,There are 278 students enrolled at OROZCO.  67.3% are Low Income Students.  11.9% are Diverse Learners.  52.9% are Limited English Learners.,The largest demographic at OROZCO is Hispanic.  This demographic makes up 98.2% of the student population.  The second greatest demographic is White at 1.1%.,True,Full Day,08:00 AM-03:00 PM,7:30 AM,True,"18, 50","Orange, Pink",Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Network 7,True,False,True,False,41.857755,-87.67521,"{'type': 'Point', 'coordinates': [-87.67521, 41.857755]}",43,33,14920,366,26,,,,Half Day,True,,{'url': 'http://www.youtube.com/OrozcoAcademy'},3:00 PM-5:30 PM,,,,,"Spanish, Spanish for Heritage Speakers",,Case Manager,Ivonne Morales,Counselor,Brittany Cain,Social Worker,Tlaloc Rodriguez,,ELPT/Parent Coordinator,Angelica Pop,True,True,,,,,,,
609903,3200,23081,EDWARDS,Richard Edwards Elementary School,ES,False,True,True,True,"The Edwards Professional Learning Community provides a rigorous academic program for all students, integrating the fine arts with an emphasis on a global perspective. Our vision is to cultivate respectful, responsible and compassionate lifelong learners. Our motto: “Be responsible, be respectful and be your BEST.”",Principal,Raul Bermejo,4815 S KARLOV AVE,Chicago,Illinois,60632,773-535-4875,773-535-4470,{'url': 'https://www.cps.edu/schools/schoolprofiles/609903'},{'url': 'https://edwards.cps.edu'},True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",1252,880,203,718,17,1191,25,7,4,0,0,2,1,5,There are 1252 students enrolled at EDWARDS.  70.3% are Low Income Students.  16.2% are Diverse Learners.  57.3% are Limited English Learners.,The largest demographic at EDWARDS is Hispanic.  This demographic makes up 95.1% of the student population.  The second greatest demographic is White at 2%.,True,Full Day,08:30 AM-03:30 PM,,True,"47, 53A",Orange,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Network 8,True,False,True,False,41.805542,-87.725856,"{'type': 'Point', 'coordinates': [-87.725856, 41.805542]}",56,54,22248,697,8,Assistant  Principal,Matthew E. Moline,,Full and Half Day,True,,,,,,,,Spanish for Heritage Speakers,,Assistant Principal,Claudia Jimenez,,,,,,,,,True,True,,,,,,
400091,8022,0,CHICAGO TECH HS,Chicago Technology Academy High School,HS,True,False,False,False,"Chicago Tech Academy’s mission is to educate, empower, and connect a diverse next generation of entrepreneurial thinkers to discover their passions, succeed in college and thrive in a digital world.   
 ChiTech is different because ALL STUDENTS:    
 1. Complete hands on projects where they discover, investigate, and solve problems that engage their community through Project Based Learning.    
 2. Participate in a college and career success program through Embarc, Senior Seminar, or Genesys Works.    
 3. Receive enhanced STEM coursework, with advanced courses in Computer Science, Engineering Design, Principles of Engineering, and Multimedia Arts.    
 4. Learn entrepreneurship principles where they are inspired to be fearless, confident, and connected learners. ChiTech also competes in city-wide entrepreneurship challenges.    
 5. Engage in real world learning. ChiTech works with 100+ partners such as DDB, Vibes Media, Gogo Air, SAP, TechNexus, Black Tech Mecca and ActiveCampaign to provide students with early exposure to work-based learning and internships. 
 6. Have the opportunity to participate in a Computer Programming pathway as part of the Career and Technical Education (CTE) Programs; ChiTech is one of only four schools in the city to offer the program.",Principal,Matt Moeller,1301 W 14TH ST,Chicago,Illinois,60608,773-534-7755,773-534-7757,{'url': 'https://www.cps.edu/schools/schoolprofiles/400091'},{'url': 'https://chitech.org'},False,"9,10,11,12",9-12,377,337,85,15,312,58,4,0,0,0,0,2,1,0,There are 377 students enrolled at CHICAGO TECH HS.  89.4% are Low Income Students.  22.5% are Diverse Learners.  4% are Limited English Learners.,The largest demographic at CHICAGO TECH HS is Black.  This demographic makes up 82.8% of the student population.  The second greatest demographic is Hispanic at 15.4%.,True,,8:30 AM-3:45 PM,8:00 AM,True,"12, 60","Blue, Pink, Red",Level 2,PROVISIONAL SUPPORT,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",Schools that are operated by private entities under contract with the Chicago Public Schools. Acceptance based on application or random lottery if applicable.,School Year 2022-2023,Contract,True,False,False,True,41.863301,-87.659095,"{'type': 'Point', 'coordinates': [-87.659095, 41.863301]}",43,29,14920,96,26,Senior Director of Philanthropy and Community Engagement,Tiara Wheatley,{'url': 'https://twitter.com/ChiTechAcademy'},,True,{'url': 'http://www.facebook.com/ChiTechAcademy'},,3:45 PM - 5:30 PM,63.3,67.2,88.9,78.9,Spanish,False,Director of School Culture and Climate,DeMarco Hughes,Director of Operations and Finance,Peggy Lofgren,Enrollment Manager,Imani K. Strong,8:30 AM-3:45 PM,,,,,,,,,,,
400170,9645,66578,NOBLE - ACADEMY HS,Noble - The Noble Academy,HS,True,False,False,False,"The Noble Academy seeks to provide a world-class educational experience to prepare students for college graduation and honorable and engaged citizenship by creating the collegiate experience in the high school setting. 
 The Noble Academy represents a new and groundbreaking era of meaningful school choice for Chicago Public School students and families. The Noble Academy is a collaboration between Noble and Phillips Exeter Academy of New Hampshire and brings small group, student-centered Harkness  ®   instruction to Chicago. With this collaboration, we offer Chicago's students a truly world-class secondary school experience. Moreover, The Noble Academy attracts and serves all sectors in the city. Ultimately, The Noble Academy is poised to transform the landscape of school choice in Chicago.",Director,Joni Rogers,1443 N OGDEN AVE,Chicago,Illinois,60610,312-574-1527,708-575-4217,{'url': 'https://www.cps.edu/schools/schoolprofiles/400170'},{'url': 'https://nobleschools.org/nobleacademy'},False,"9,10,11,12",9-12,590,453,83,109,251,299,6,19,1,0,0,10,0,4,There are 590 students enrolled at NOBLE - ACADEMY HS.  76.8% are Low Income Students.  14.1% are Diverse Learners.  18.5% are Limited English Learners.,The largest demographic at NOBLE - ACADEMY HS is Hispanic.  This demographic makes up 50.7% of the student population.  The second greatest demographic is Black at 42.5%.,True,,8:30 AM - 4:00 PM,7:30 AM,True,"8, 64, 70, 156, 37","Brown, Purple, Red",Level 1+,NOT APPLICABLE,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2022-2023,Charter,True,False,False,True,41.906879,-87.645577,"{'type': 'Point', 'coordinates': [-87.645577, 41.906879]}",54,37,14926,108,46,Assistant Principal,Rose Colgan,{'url': 'https://twitter.com/BeNobleAcademy?lang=en'},,True,{'url': 'https://www.facebook.com/BeNobleAcademy/'},,4:10 PM - 6:00 PM,91.5,67.2,81.1,78.9,Russian,True,Assistant Principal,Audrienna Lampkins,Dean of College Counseling,Julie Hess,Office Manager,Roxana Flores,,Director of Specializes Services,Tiffany Witt,,,,,,,,,
609893,3080,23001,DORE,John C Dore Elementary School,ES,False,True,True,True,"Dore is a neighborhood Chicago Public School on the southwest side where educators work in strong partnership with families to foster greatness in every Dore student. We focus on balanced lteracy instruction that nurtures a life long love of reading and writing, rigorous mathematics instruction that allows students to develop conceptual understanding, and social and emotional learning that ensures every child gets what he or she needs. At Dore, every child is nurtured for greatness!",Principal,Christina Sanchez,7134 W 65TH ST,Chicago,Illinois,60638,773-535-2080,773-535-2084,{'url': 'https://www.cps.edu/schools/schoolprofiles/609893'},{'url': 'https://www.dorebulldogschicago.org'},True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",726,332,157,145,16,543,151,8,0,0,0,5,3,0,There are 726 students enrolled at DORE.  45.7% are Low Income Students.  21.6% are Diverse Learners.  20% are Limited English Learners.,The largest demographic at DORE is Hispanic.  This demographic makes up 74.8% of the student population.  The second greatest demographic is White at 20.8%.,True,Full Day,7:45 am-2:45 pm,7:30 a.m.,False,,,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Network 10,True,False,True,False,41.773825866,-87.79974193,"{'type': 'Point', 'coordinates': [-87.79974193, 41.773825866]}",7,62,22268,336,6,,,{'url': 'http://twitter.com/DoreElementary'},Half Day,True,,,Check Dore CSI Schedule,,,,,,,School Clerk,Mrs. Andrea K. Solms,,,,,,,,,,,,,,,,
609790,2170,22151,BARTON,Clara Barton Elementary School,ES,False,True,True,True,"Mission Statement 
 
At Barton School, we empower, prepare and educate by providing a structured nurturing environment rooted in self-discipline, powerful relationships and an investment in students.  
 
 
Vision Statement 
 
At Barton School, we strive to graduate motivated, passionate high level thinkers and responsible leaders who will succeed in college and beyond.",Principal,Louis C Davis,7650 S WOLCOTT AVE,Chicago,Illinois,60620,773-535-3260,773-535-3271,{'url': 'https://www.cps.edu/schools/schoolprofiles/609790'},{'url': 'https://bartonschoolchicago.org'},True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",402,294,81,12,361,38,1,0,0,0,0,2,0,0,There are 402 students enrolled at BARTON.  73.1% are Low Income Students.  20.1% are Diverse Learners.  3% are Limited English Learners.,The largest demographic at BARTON is Black.  This demographic makes up 89.8% of the student population.  The second greatest demographic is Hispanic at 9.5%.,True,Full Day,08:45 AM-03:45 PM,8:30 am,True,"9, 48",,Level 2,PROVISIONAL SUPPORT,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Network 11,True,False,True,False,41.754194,-87.670927,"{'type': 'Point', 'coordinates': [-87.670927, 41.754194]}",59,70,21554,573,31,Assistant Principal,Tiffany Heard,,Full and Half Day,,{'url': 'https://www.facebook.com/Barton-Elementary-School-598204176962590/'},,4:00-5:00pm,,,,,,,Counselor,Reginald Georgia,,,,,,,,,True,,,,,,,
610251,6730,26021,CATHER,Willa Cather Elementary School,ES,False,True,True,True,"Cather Elementary School (Home of the Cougars) is located in the East Garfield community. Cather’s primary instructional focus is preparing students for college and career readiness by offering a rigorous curriculum infusing in technology and meeting the needs of the common core state standards.  We offer a variety of extracurricular activities for boys and girls after school, as well as Fine Arts during the school day.  School partnerships include but are not limited to: (MLK Boys & Girls Club, Marillac House, The Australian Consulate-General, Super Seven,  Bank of America, Communities In Schools, and several neighborhood churches).",Principal,Lakeya Poston,2908 W WASHINGTON BLVD,Chicago,Illinois,60612,773-534-6780,773-534-6727,{'url': 'https://www.cps.edu/schools/schoolprofiles/610251'},{'url': 'https://cather.cps.edu'},True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",330,278,95,5,313,15,0,0,1,0,0,1,0,0,There are 330 students enrolled at CATHER.  84.2% are Low Income Students.  28.8% are Diverse Learners.  1.5% are Limited English Learners.,The largest demographic at CATHER is Black.  This demographic makes up 94.8% of the student population.  The second greatest demographic is Hispanic at 4.5%.,True,Full Day,07:45 AM-02:45 PM,7:30 AM,True,"20, 94",Green,Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Network 5,True,False,True,False,41.88295,-87.699187,"{'type': 'Point', 'coordinates': [-87.699187, 41.88295]}",28,28,21184,50,46,,,,Full and Half Day,False,,,03:00PM -5:00PM,,,,,,,Counselor & SEL Counsler,Brandi Campbell,Office Manager,Leslie Botello,SCR / Attendance Clerk,Darielle Carter,,Case Manager,Caroline Rectenwal,,True,,,,,,,
609861,2820,22761,CLISSOLD,Henry R Clissold Elementary School,ES,False,True,True,True,"Henry R. Clissold Elementary School is a Montessori and IB MYP educational community who believe in the gift of a child to inspire and empower the future of our humanity.  We offer a Montessori Program to Grades K-5 and an International Baccalaureate Middle Years Programme for Grades 6-8. In addition, algebra is available to 8th graders. Spanish is taught as a second language.",Principal,Jamonica J Marion,2350 W 110TH PL,Chicago,Illinois,60643,773-535-2560,773-535-2556,{'url': 'https://www.cps.edu/schools/schoolprofiles/609861'},{'url': 'http://www.clissold-school.org'},True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",389,162,92,8,280,38,60,2,1,0,0,8,0,0,There are 389 students enrolled at CLISSOLD.  41.6% are Low Income Students.  23.7% are Diverse Learners.  2.1% are Limited English Learners.,The largest demographic at CLISSOLD is Black.  This demographic makes up 72% of the student population.  The second greatest demographic is White at 15.4%.,True,Full Day,07:45 AM-02:45 PM,7:30,False,"49A, 112",Red,Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Network 10,True,False,True,False,41.693026,-87.680897,"{'type': 'Point', 'coordinates': [-87.680897, 41.693026]}",13,74,22212,380,42,Assistant Principal,,,Full Day,,,,Not Available,,,,,,,,,,,,,,,,,,,,,,,,
400048,6775,66561,LEARN - EXCEL,L.E.A.R.N. - Excel Campus,ES,False,False,True,False,"The objective of LEARN’s System of Learning is to ensure that effective student-centered instruction is being executed consistently across classrooms (and schools) to maximize student achievement. LEARN differentiates instruction, utilizes assessment data, and coaches our instructors to constantly improve the quality of teaching.",Director,Robertson Sekou,3021 W CARROLL AVE,Chicago,Illinois,60612,312-243-7001,773-826-6698,{'url': 'https://www.cps.edu/schools/schoolprofiles/400048'},{'url': 'http://www.learncharter.org'},False,"K,1,2,3,4,5,6",K-6,366,282,27,3,343,12,0,0,0,0,0,2,0,9,There are 366 students enrolled at LEARN - EXCEL.  77% are Low Income Students.  7.4% are Diverse Learners.  0.8% are Limited English Learners.,The largest demographic at LEARN - EXCEL is Black.  This demographic makes up 93.7% of the student population.  The second greatest demographic is Hispanic at 3.3%.,True,Full Day,8:30 AM-4:00 PM,08:00 AM,True,,,Level 1,NOT APPLICABLE,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2022-2023,Charter,False,False,False,False,41.874687,-87.686568,"{'type': 'Point', 'coordinates': [-87.686568, 41.874687]}",28,29,21184,756,23,,,{'url': 'https://twitter.com/LEARNCharters'},,,{'url': 'https://www.facebook.com/LEARNCharters/'},,,,,,,,,,,,,,,,,,,,,,,,,,
610201,6190,29301,THORP O,Ole A Thorp Elementary Scholastic Academy,ES,False,True,True,False,"Thorp Scholastic Academy is a national exemplar school recognized by the P21 Foundation, as a school committted to promoting the 21st century skills of communication, collaboration, creativity, critical thinkin and caring in learning. Students at Thorp Academy are expected to demonstrate their understanding through a problem solving based method of inquiry and instruction that promotes student agency and authentic learning. 
 Thorp offers a Mathematics and Science Magnet Program and a comprehensive gifted program. The school has a computer and science lab, as well as a comprehensive music and art program. Our partnerships with institutions of higher learning include: DePaul University, University of Chicago, Illinois Institute of Technology, Wright College, and Northeastern University.",Principal,Efren D Toledo,6024 W WARWICK AVE,Chicago,Illinois,60634,773-534-3640,773-534-3639,{'url': 'https://www.cps.edu/schools/schoolprofiles/610201'},{'url': 'https://oathorpacademy.org'},False,"K,1,2,3,4,5,6,7,8",K-8,789,302,142,66,50,438,242,28,2,0,0,26,3,0,There are 789 students enrolled at THORP O.  38.3% are Low Income Students.  18% are Diverse Learners.  8.4% are Limited English Learners.,The largest demographic at THORP O is Hispanic.  This demographic makes up 55.5% of the student population.  The second greatest demographic is White at 30.7%.,True,Full Day,07:30AM - 2:30PM,7:00 AM,False,"80, 86, 91",Blue,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",Schools that specialize in a specific subject area. Acceptance based on application and random lottery.,School Year 2022-2023,ISP,True,False,True,False,41.948571,-87.777631,"{'type': 'Point', 'coordinates': [-87.777631, 41.948571]}",52,17,22254,443,19,Assistant Principal,Madonna Arredondo,{'url': 'https://twitter.com/ThorpSchool'},,True,{'url': 'https://www.facebook.com/oathorp'},,Paid After-care 6:30 PM,,,,,,,Assistant Principal,Elaine McFarlane,,,,,,,,,,,,,,,,
610078,4890,29191,INTER-AMERICAN,Inter-American Elementary Magnet School,ES,False,True,True,True,"Inter-American Magnet Dual Language School:  
As a national model of dual language education, children at Inter-American learn to read and write in Spanish and English across all academic subjects within our carefully articulated concurrent literacy model and our own grassroots Curriculum of the Americas: We are Community (Gr. pk-1); We are Indigenous People (Gr. 2-5); and We are Scholarly Activists (Gr. 6-8).",Principal,Claudia J Jimenez,851 W WAVELAND AVE,Chicago,Illinois,60613,773-534-5490,773-534-5483,{'url': 'https://www.cps.edu/schools/schoolprofiles/610078'},{'url': 'https://iamschicago.com'},False,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",670,303,81,225,15,573,69,3,1,0,0,9,0,0,There are 670 students enrolled at INTER-AMERICAN.  45.2% are Low Income Students.  12.1% are Diverse Learners.  33.6% are Limited English Learners.,The largest demographic at INTER-AMERICAN is Hispanic.  This demographic makes up 85.5% of the student population.  The second greatest demographic is White at 10.3%.,False,Full Day,9:00 am-4:00 pm,8:30am,False,,Red,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",Schools that specialize in a specific subject area. Acceptance based on application and random lottery.,School Year 2022-2023,Network 4,True,True,True,False,41.949003,-87.651573,"{'type': 'Point', 'coordinates': [-87.651573, 41.949003]}",53,57,21186,727,25,Assistant Principal,Mrs. Katherine Trevino-Kniffin,{'url': 'https://twitter.com/iamschicago'},Full Day,True,,,,,,,,"Spanish, Spanish for Heritage Speakers",,,,,,,,,,,,,,,,,,,
610568,9633,65016,PATHWAYS - AVONDALE HS,Pathways in Education- Avondale,HS,True,False,False,False,,Principal,Matthew Wienclawski,3100 W BELMONT AVE,Chicago,Illinois,60618,773-588-5007,773-588-5009,{'url': 'https://www.cps.edu/schools/schoolprofiles/610568'},{'url': 'https://pathwaysineducation.org'},False,"9,10,11,12",9-12,328,243,47,46,43,248,27,5,0,0,0,5,0,0,There are 328 students enrolled at PATHWAYS - AVONDALE HS.  74.1% are Low Income Students.  14.3% are Diverse Learners.  14% are Limited English Learners.,The largest demographic at PATHWAYS - AVONDALE HS is Hispanic.  This demographic makes up 75.6% of the student population.  The second greatest demographic is Black at 13.1%.,False,,,,,,,Level 1,NOT APPLICABLE,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",Schools that have their own processes for enrollment.,School Year 2022-2023,Options,False,False,False,False,41.939433,-87.705206,"{'type': 'Point', 'coordinates': [-87.705206, 41.939433]}",39,22,21538,425,20,,,{'url': 'https://twitter.com/pathwaysil'},,,{'url': 'https://www.facebook.com/PathwaysInEducationIL'},,,23.7,67.2,8.7,78.9,,,,,,,,,,,,,,,,,,,,{'url': 'https://www.pinterest.com/PieIllinois/'}
400112,8671,66399,ACERO - IDAR,Acero Charter Schools - Jovita Idar,ES,False,True,True,False,"Jovita Idár, which opened in 2011, serves 565 students from kindergarten to eighth grade. The school earned a Level 1 SQRP rating in 2018 and prides itself on a rigorous curriculum, an individualized approach and strong parent partnerships. Students can participate in basketball and volleyball, Jazz Dance Group, Art Club, Math Club, Writing Club and a to name a few.  We also have the only elementary Mariachi band in Chicago:  Mariachi Los Pumas! 
   
 Acero Schools provide a strong academic foundation for students at the elementary level to help them master the fundamental skills necessary for success in high school and beyond.",Director,Melinda Jean-Baptiste,5050 S HOMAN AVE,Chicago,Illinois,60632,312-455-5450,312-455-5451,{'url': 'https://www.cps.edu/schools/schoolprofiles/400112'},{'url': 'http://ji.aceroschools.org'},False,"K,1,2,3,4,5,6,7,8",K-8,530,440,60,333,2,523,5,0,0,0,0,0,0,0,There are 530 students enrolled at ACERO - IDAR.  83% are Low Income Students.  11.3% are Diverse Learners.  62.8% are Limited English Learners.,The largest demographic at ACERO - IDAR is Hispanic.  This demographic makes up 98.7% of the student population.  The second greatest demographic is White at 0.9%.,True,Full Day,8:00 AM - 3:30 PM,7:30 AM,True,"51, 52",Orange,Level 2+,NOT APPLICABLE,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2022-2023,Charter,False,False,False,False,41.801042,-87.708797,"{'type': 'Point', 'coordinates': [-87.708797, 41.801042]}",56,61,22248,776,8,Assistant Principal,Ashley Brooks,{'url': 'https://twitter.com/aceroschools'},,True,{'url': 'https://www.facebook.com/idaraceroschools'},{'url': 'https://www.youtube.com/channel/UCmfIQzdtWyRnJ0PDwYIfc7w'},,,,,,Spanish,,,,,,,,,,,,,,,,,,,
610047,4570,24301,MADISON,James Madison Elementary School,ES,False,True,True,True,"Madison offers a Fine and Performing Arts Magnet Cluster Program, along with a general education program. There is an Internet-accessible lab available to all classes, and teachers and parents, for professional development. We have a new Parent center that's open for our parents for meetings, resume writing, and other training. Madison has a partnership with Intonation.",Principal,Allania Lashonda Moore,7433 S DORCHESTER AVE,Chicago,Illinois,60619,773-535-0551,773-535-0582,{'url': 'https://www.cps.edu/schools/schoolprofiles/610047'},{'url': 'https://madison.cps.edu'},True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",190,147,21,3,182,7,0,0,0,0,0,1,0,0,There are 190 students enrolled at MADISON.  77.4% are Low Income Students.  11.1% are Diverse Learners.  1.6% are Limited English Learners.,The largest demographic at MADISON is Black.  This demographic makes up 95.8% of the student population.  The second greatest demographic is Hispanic at 3.7%.,True,Full Day,07:45 AM-02:45 PM,,True,"28, X28, 30, 75",Red,Level 2+,PROVISIONAL SUPPORT,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Network 12,True,False,True,False,41.759548,-87.590712,"{'type': 'Point', 'coordinates': [-87.590712, 41.759548]}",61,39,21546,451,35,Assistant Principal;,,,Half Day,,,,,,,,,,,Clerk,Danielle M. Bryant Brock,Counselor,Angela Hynes,,,,,,,,,,Metra Electric District (ME),,,,
