school_id,legacy_unit_id,finance_id,short_name,long_name,primary_category,is_high_school,is_middle_school,is_elementary_school,is_pre_school,summary,administrator_title,administrator,secondary_contact_title,secondary_contact,phone,fax,cps_school_profile,website,attendance_boundaries,grades_offered_all,grades_offered,student_count_total,student_count_low_income,student_count_special_ed,student_count_english_learners,student_count_black,student_count_hispanic,student_count_white,student_count_asian,student_count_native_american,student_count_other_ethnicity,student_count_asian_pacific_islander,student_count_multi,student_count_hawaiian_pacific_islander,student_count_ethnicity_not_available,statistics_description,demographic_description,dress_code,kindergarten_school_day,school_hours,title_1_eligible,transportation_bus,overall_rating,rating_status,rating_statement,classification_description,school_year,network,is_gocps_participant,is_gocps_prek,is_gocps_elementary,is_gocps_high_school,open_for_enrollment_date,school_latitude,school_longitude,location,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_rpca_8um6,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,facebook,earliest_drop_off_time,classroom_languages,transportation_el,college_enrollment_rate_school,college_enrollment_rate_mean,graduation_rate_school,graduation_rate_mean,third_contact_title,third_contact_name,after_school_hours,fourth_contact_title,fourth_contact_name,bilingual_services,prek_school_day,preschool_instructional,significantly_modified,transportation_metra,twitter,refugee_services,preschool_inclusive,freshman_start_end_time,fifth_contact_title,fifth_contact_name,youtube,sixth_contact_title,sixth_contact_name,seventh_contact_title,seventh_contact_name,pinterest,hard_of_hearing,visual_impairments
610127,5410,24941,PETERSON,Mary Gage Peterson Elementary School,ES,N,Y,Y,Y,"Peterson offers an instructional program that is differentiated for all students. Music, including band, choir, musicals, and an orchestra are available. We also have a comprehensive athletic program. We place an emphasis on student leadership and empowerment through our middle school model. Our academics focus on preparing students for selective high schools. Our mission is to produce college graduates, community leaders, and cultural ambassadors.",Principal,Ms.Elsie Kathleen Kane,Assistant Principal,Scott Topel,7735345070,7735345077,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610127,http://www.peterson.cps.edu/,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",890,371,109,344,56,333,244,219,4,0,0,28,3,3,There are 890 students enrolled at PETERSON.  41.7% are Low Income Students.  12.2% are Diverse Learners.  38.7% are Limited English Learners.,The largest demographic at PETERSON is Hispanic.  This demographic makes up 37.4% of the student population.  The second greatest demographic is White at 27.4%.,N,Full Day,08:45 AM-03:45 PM,Y,82,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2017-2018,Network 1,Y,N,Y,N,2004-09-01T00:00:00.000,41.981557,-87.712583,"{'latitude': '41.981557', 'longitude': '-87.712583', 'human_address': '{""address"": ""5510 N CHRISTIANA AVE"", ""city"": ""Chicago"", ""state"": ""Illinois"", ""zip"": ""60625""}'}",13,21849,20,167,38,,8:20 AM,,,,,,,,,,,,Y,Half Day,,,,https://twitter.com/MGPPrincipal,Y,Y,,,,,,,,,,,
609949,3620,23401,GRAY,William P Gray Elementary School,ES,N,Y,Y,Y,"Gray offers a robust academic program for all of our students with a strong instructional staff including seventeen Nationally Board Certified Teachers. In addition to academic excellence, Gray boasts championship teams in both area and citywide athletics. We have active parent participation through our LSC, BAC and NCLB parent committees.",Principal,Susan Mary Gross,Assistant Principal,Victoria Tomko,7735343520,7735343613,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609949,http://gray.cps.edu,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",1170,810,155,369,27,1010,83,28,9,0,0,13,0,0,There are 1170 students enrolled at GRAY.  69.2% are Low Income Students.  13.2% are Diverse Learners.  31.5% are Limited English Learners.,The largest demographic at GRAY is Hispanic.  This demographic makes up 86.3% of the student population.  The second greatest demographic is White at 7.1%.,Y,Full Day,8:00 AM-3:00 PM,Y,"80, 152",Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2017-2018,Network 1,Y,N,Y,N,2004-09-01T00:00:00.000,41.948764,-87.757116,"{'latitude': '41.948764', 'longitude': '-87.757116', 'human_address': '{""address"": ""3730 N LARAMIE AVE"", ""city"": ""Chicago"", ""state"": ""Illinois"", ""zip"": ""60641""}'}",15,22618,21,231,50,,,,,,,,,Assistant Principal,Sandra Cano,,,,,Half Day,,,,,,,,,,,,,,,,,
609993,3980,23791,LARA,Agustin Lara Elementary Academy,ES,N,Y,Y,Y,"Lara Academy provides students with a well-rounded academic program that includes Guided Reading, standards-based mathematics programs, science lab, computer lab, bilingual education, special education programs, and extracurricular activities.",Principal,Paul F Schissler,Assistant Principal,Rosario Badillo,7735354389,7735354472,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609993,http://lara.cps.edu/,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",410,391,62,209,18,388,4,0,0,0,0,0,0,0,There are 410 students enrolled at LARA.  95.4% are Low Income Students.  15.1% are Diverse Learners.  51% are Limited English Learners.,The largest demographic at LARA is Hispanic.  This demographic makes up 94.6% of the student population.  The second greatest demographic is Black at 4.4%.,Y,Full Day,08:00 AM-03:00 PM,Y,47,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2017-2018,Network 8,Y,N,Y,N,2004-09-01T00:00:00.000,41.80977,-87.672182,"{'latitude': '41.80977', 'longitude': '-87.672182', 'human_address': '{""address"": ""4619 S WOLCOTT AVE"", ""city"": ""Chicago"", ""state"": ""Illinois"", ""zip"": ""60609""}'}",59,14924,37,706,3,,,,,,,,,,,,,,,Full and Half Day,,Y,,,,,,,,,,,,,,,
609901,3170,23071,EDGEBROOK,Edgebrook Elementary School,ES,N,Y,Y,N,"Edgebrook offers students a safe and orderly atmosphere. Students are challenged in all academic areas, and eighth graders successfully complete Algebra I. Edgebrook earned the Illinois State 2010 Excellence Award for Exemplary Academic Performance on the Illinois Learning Standards.",Principal,Camille Tamara Unger,Assistant Principal,Mary Katherine Clancy,7735341194,7735341170,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609901,http://www.edgebrookschool.org/,Y,"K,1,2,3,4,5,6,7,8",K-8,508,40,52,36,10,85,339,42,0,0,0,31,1,0,There are 508 students enrolled at EDGEBROOK.  7.9% are Low Income Students.  10.2% are Diverse Learners.  7.1% are Limited English Learners.,The largest demographic at EDGEBROOK is White.  This demographic makes up 66.7% of the student population.  The second greatest demographic is Hispanic at 16.7%.,Y,Full Day,08:30 AM-03:30 PM,N,85A,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2017-2018,Network 1,Y,N,Y,N,2004-09-01T00:00:00.000,41.999437,-87.76184,"{'latitude': '41.999437', 'longitude': '-87.76184', 'human_address': '{""address"": ""6525 N HIAWATHA AVE"", ""city"": ""Chicago"", ""state"": ""Illinois"", ""zip"": ""60646""}'}",12,22532,18,782,29,https://www.facebook.com/edgebrookelementary,8:15am,,Blue,,,,,,,3:30pm-6:00pm,,,,,,,Milwaukee District North (MD-N),https://twitter.com/UCamille,,,,,,,,,,,,,
609829,2540,22481,BURROUGHS,John C Burroughs Elementary School,ES,N,Y,Y,Y,"A community school that serves students and adults, Burroughs partners with the Brighton Park Neighborhood Council, AAA, UIC, and SGA. The school has also been named both a School of Distinction and a Rising Star. Burroughs School has a longer school day along with a Track E schedule where half days of instruction are provided during the two week fall intercession.",Principal,Donald Richard Morris,Other,Mrs. Michele Sanborn,7735357226,7735357126,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609829,http://burroughs.cps.edu/,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",445,401,57,168,11,417,9,3,0,0,0,2,1,2,There are 445 students enrolled at BURROUGHS.  90.1% are Low Income Students.  12.8% are Diverse Learners.  37.8% are Limited English Learners.,The largest demographic at BURROUGHS is Hispanic.  This demographic makes up 93.7% of the student population.  The second greatest demographic is Black at 2.5%.,Y,Full Day,08:30 AM-03:30 PM,Y,35,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2017-2018,ISP,Y,N,Y,N,2004-09-01T00:00:00.000,41.828868,-87.692457,"{'latitude': '41.828868', 'longitude': '-87.692457', 'human_address': '{""address"": ""3542 S WASHTENAW AVE"", ""city"": ""Chicago"", ""state"": ""Illinois"", ""zip"": ""60632""}'}",55,22248,56,638,1,,,,,,,,,,,,,,,Half Day,,,,,,,,,,,,,,,,,
609808,2360,22301,HALEY,Alex Haley Elementary Academy,ES,N,Y,Y,Y,"Alex Haley Academy is a Level 1 School that offers a Fine & Visual Arts Magnet Cluster Program. In addition, a full library, dance studio, two computer labs and enrichment/ academic after-school offerings.",Principal,Ms.Sherry Yvette Pirtle,Asst Principal,Alesia Franklin-Allen,7735355340,7735355351,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609808,https://www.alexhaleyacademy.com,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",535,487,63,2,516,16,2,0,0,0,0,0,1,0,There are 535 students enrolled at HALEY.  91% are Low Income Students.  11.8% are Diverse Learners.  0.4% are Limited English Learners.,The largest demographic at HALEY is Black.  This demographic makes up 96.4% of the student population.  The second greatest demographic is Hispanic at 3%.,Y,Full Day,08:45 AM-03:45 PM,Y,"8A, 108, 111",Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2017-2018,Network 13,Y,N,Y,N,2004-09-01T00:00:00.000,41.68666,-87.633632,"{'latitude': '41.68666', 'longitude': '-87.633632', 'human_address': '{""address"": ""11411 S EGGLESTON AVE"", ""city"": ""Chicago"", ""state"": ""Illinois"", ""zip"": ""60628""}'}",45,21861,19,486,22,,,,Red,,,,,,,3:45pm - 5:15pm,,,,Full Day,,,,https://twitter.com/Alex_H_Academy,,,,,,,,,,,,,
610192,6080,25521,STOWE,Harriet Beecher Stowe Elementary School,ES,N,Y,Y,Y,"Stowe School offers Dual Language and a Fine and Performing Arts Magnet program for art, music and dance. We also offer Bilingual/English as a Second Language and special education services. Our Gold Circle of Quality rated Pre-school program offers full day and half day options.  Stowe partners with Association House, The Carpenter's House, WestTown Bikes and Wright College. Stowe offers a variety of technology to students that includes: two computer labs, Smartboards in all Prekg-8th grade classrooms, Ipads and chromebook carts.  Our after school programs offer: Academic Enrichment, Arts & Crafts, Tech Club, in addition to Fall, Winter and Spring Sports.  Our PBIS program provides students with ongoing rewards throughout the year.  We are steps from the 606 Bloomingdale Trail.",Principal,Mr.Jimmy A. Lugo,Assistant Principal,Angela Hanrahan,7735344175,7735344167,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610192,http://www.stowe.cps.edu/,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",643,542,104,252,45,588,5,2,3,0,0,0,0,0,There are 643 students enrolled at STOWE.  84.3% are Low Income Students.  16.2% are Diverse Learners.  39.2% are Limited English Learners.,The largest demographic at STOWE is Hispanic.  This demographic makes up 91.4% of the student population.  The second greatest demographic is Black at 7%.,Y,Full Day,08:45 AM-03:45 PM,Y,"72, 82",Level 2,PROVISIONAL SUPPORT,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2017-2018,Network 5,Y,N,Y,N,2004-09-01T00:00:00.000,41.911938,-87.713318,"{'latitude': '41.911938', 'longitude': '-87.713318', 'human_address': '{""address"": ""3444 W WABANSIA AVE"", ""city"": ""Chicago"", ""state"": ""Illinois"", ""zip"": ""60647""}'}",24,22535,1,390,49,,,Spanish,Blue,,,,,,,04:00 - 5:30 p.m.,,,Y,Full and Half Day,,,,,,Y,,,,,,,,,,,
400120,9600,66133,ACERO - CLEMENTE,Acero Charter Schools - Roberto Clemente,ES,N,Y,Y,N,"Clemente, which opened in 2012, serves approximately 600 students from kindergarten to eighth grade. Clemente prides itself on a rigorous curriculum, an individualized approach to learning and strong parent partnerships. Students can participate in athletics, girls club, beta club, student council, photography club, animation club and coding club.             At Acero Schools, our mission is transforming minds through academic empowerment and success. We provide a strong academic foundation for students at the elementary level to help them master the fundamental skills necessary for success in high school and beyond.",Director,Ms. Maisha Copeland,Assistant Principal,Maria Williams,3124555425,3124555456,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400120,http://rc.aceroschools.org,Y,"K,1,2,3,4,5,6,7,8",K-8,535,388,59,246,16,511,3,0,3,0,0,1,1,0,There are 535 students enrolled at ACERO - CLEMENTE.  72.5% are Low Income Students.  11% are Diverse Learners.  46% are Limited English Learners.,The largest demographic at ACERO - CLEMENTE is Hispanic.  This demographic makes up 95.5% of the student population.  The second greatest demographic is Black at 3%.,Y,Full Day,8:00 AM - 3:30 PM,Y,,Level 2+,NOT APPLICABLE,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2017-2018,Charter,N,N,N,N,2012-07-01T00:00:00.000,41.917952,-87.78783,"{'latitude': '41.917952', 'longitude': '-87.78783', 'human_address': '{""address"": ""2050 N NATCHEZ AVE"", ""city"": ""Chicago"", ""state"": ""Illinois"", ""zip"": ""60707""}'}",19,4454,3,137,7,https://www.facebook.com/Clementeaceroschools,7:30 AM,Spanish,,,,,,,,,,,Y,,,,,https://twitter.com/aceroschools,,,,,,,,,,,,,
609815,2430,22371,BOUCHET,Edward A Bouchet Math & Science Academy ES,ES,N,Y,Y,Y,"Bouchet Math and Science Academy focuses on comprehensive reading, math, and science programs which provide students in Grades Pre K- 8 with a challenging and purposeful curriculum. Our school curriculum and programs are designed to produce high-achieving students and socially responsible citizens. Bouchet participates in the Chicago Reading Initiative.",Principal,David J Young,,,7735350501,7735350559,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609815,http://www.bouchet-brynmawr.cps.edu,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",612,595,81,11,601,3,0,0,4,0,0,4,0,0,There are 612 students enrolled at BOUCHET.  97.2% are Low Income Students.  13.2% are Diverse Learners.  1.8% are Limited English Learners.,The largest demographic at BOUCHET is Black.  This demographic makes up 98.2% of the student population.  The second greatest demographic is NativeAmer. at 0.7%.,Y,Full Day,08:45 AM-03:45 PM,Y,"5, 14, 15, 75",Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2017-2018,Network 12,Y,N,Y,N,2004-09-01T00:00:00.000,41.760847,-87.576075,"{'latitude': '41.760847', 'longitude': '-87.576075', 'human_address': '{""address"": ""7355 S JEFFERY BLVD"", ""city"": ""Chicago"", ""state"": ""Illinois"", ""zip"": ""60649""}'}",39,22538,24,418,37,,8:30AM,,,,,,,Assistant Principal,Dwight C. Neely,,,,,Full Day,,Y,,,,,,,,,,,,,,,
609837,2630,22551,CARNEGIE,Andrew Carnegie Elementary School,ES,N,Y,Y,Y,Andrew Carnegie is a regional gifted center and a community school recognized for its academic excellence.  Carnegie partners with the Woodlawn Childrens’ Promise Community and the University of Chicago to provide a wide range of tutoring and social services to the families in the Carnegie Community.,Principal,Docilla Pollard,Assistant Principal,Shirley Roberson,7735350530,7735350525,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609837,http://www.carnegie.cps.edu,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",642,348,61,1,614,11,4,3,0,0,0,3,1,6,There are 642 students enrolled at CARNEGIE.  54.2% are Low Income Students.  9.5% are Diverse Learners.  0.2% are Limited English Learners.,The largest demographic at CARNEGIE is Black.  This demographic makes up 95.6% of the student population.  The second greatest demographic is Hispanic at 1.7%.,Y,Full Day,08:45 AM-03:45 PM,Y,"59, 63",Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that provide an accelerated instructional program that place an emphasis on thinking, reasoning, problem solving and creativity. Acceptance based on application and entrance exam.",School Year 2017-2018,ISP,Y,N,Y,N,2004-09-01T00:00:00.000,41.783368,-87.590795,"{'latitude': '41.783368', 'longitude': '-87.590795', 'human_address': '{""address"": ""1414 E 61ST PL"", ""city"": ""Chicago"", ""state"": ""Illinois"", ""zip"": ""60637""}'}",9,22260,60,426,4,https://www.facebook.com/acscougars,8:30 am,Spanish,,,,,,IB/Gifted Coordinator,Franci Boateng,3:45 pm - 5:00 PM,School Counselor,Arma Adams,,Full Day,,,Metra Electric District (ME),https://twitter.com/acscougars,,,,,,https://www.youtube.com/channel/UCjFnkEJm82Cqyiuu6EFvcuA?view_as=subscriber,,,,,,,
610381,7270,55191,BRONZEVILLE HS,Bronzeville Scholastic Academy High School,HS,Y,N,N,N,"Bronzeville Scholastic Institute is dedicated to educating today’s students to become knowledgeable and balanced members of society. We believe in fostering a respectful learning culture whereby students think critically, act responsibly, and communicate effectively. The BSI experience empowers independent, academically minded risk-takers, thinkers, and active life-long learners who demonstrate personal resilience, problem-solving skills, and appreciate multiple perspectives while participating in global and cultural affairs.",Principal,Stephanie K Glover-Douglas,Assistant Principal,Demetra Richardson-Starks,7735351150,7735351228,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610381,https://bronzevillescholastic.org,N,"9,10,11,12",9-12,217,151,42,3,210,6,0,1,0,0,0,0,0,0,There are 217 students enrolled at BRONZEVILLE HS.  69.6% are Low Income Students.  19.4% are Diverse Learners.  1.4% are Limited English Learners.,The largest demographic at BRONZEVILLE HS is Black.  This demographic makes up 96.8% of the student population.  The second greatest demographic is Hispanic at 2.8%.,Y,,9:00  AM - 4:15  PM,Y,"1, 29",Level 2,PROVISIONAL SUPPORT,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .",These schools limit their student populations to 600. This provides a more intimate and personalized learning experience.,School Year 2017-2018,Network 17,Y,N,N,Y,2004-09-01T00:00:00.000,41.805204,-87.625004,"{'latitude': '41.805204', 'longitude': '-87.625004', 'human_address': '{""address"": ""4934 S WABASH AVE"", ""city"": ""Chicago"", ""state"": ""Illinois"", ""zip"": ""60615""}'}",4,21192,10,449,9,https://www.facebook.com/bronzevillescholastic,8:15 am,"French, Spanish","Green, Red",53.7,59.8,75.9,77.5,,,4:30 pm - 7:00pm,,,N,,,Y,Metra Electric District (ME),https://twitter.com/IBatBSI,N,,9:00 a.m. - 4:15 p.m.,,,https://www.youtube.com/channel/UCNEwMKaoAJCaSDyif2cASbA,,,,,,,
610298,7240,29361,LENART,Lenart Elementary Regional Gifted Center,ES,N,Y,Y,Y,"Lenart Regional Gifted Center provides an advanced and enriched program for students in Grades K-8. Our goal at Lenart is to continue to achieve academic excellence by teaching the whole child, using data to drive instruction and achievement, providing personalized and differentiated instruction, and partnering with parents and various community organizations.",Principal,Angela Mcewen Sims,Assistant Principal,Connie Y. Lee,7735350040,7735350048,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610298,http://www.lenart.cps.edu,N,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",267,49,12,4,160,14,44,41,0,0,0,8,0,0,There are 267 students enrolled at LENART.  18.4% are Low Income Students.  4.5% are Diverse Learners.  1.5% are Limited English Learners.,The largest demographic at LENART is Black.  This demographic makes up 59.9% of the student population.  The second greatest demographic is White at 16.5%.,N,Full Day,7:45 am-2:45 pm,N,,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that provide an accelerated instructional program that place an emphasis on thinking, reasoning, problem solving and creativity. Acceptance based on application and entrance exam.",School Year 2017-2018,ISP,Y,N,Y,N,2004-09-01T00:00:00.000,41.747186,-87.62804,"{'latitude': '41.747186', 'longitude': '-87.62804', 'human_address': '{""address"": ""8101 S LASALLE ST"", ""city"": ""Chicago"", ""state"": ""Illinois"", ""zip"": ""60620""}'}",40,21554,59,1,13,,7:30 AM,,,,,,,School Clerk,Daniel Lin,,,,,Full Day,,,,,,,,,,,,,,,,,
610153,5670,25191,RYDER,William H Ryder Math & Science Specialty ES,ES,N,Y,Y,Y,"Our mission is to provide rigorous data driven instruction to every student regardless of ability. We want to promote the physical, social, emotional and academic development of students and prepare them to become successful scholars, leaders and responsible members of society. The pillars of our learning community are academic excellence, leadership development and social responsibility. We offer a rigorous, engaging curriculum that is aligned with Common Core State Standards, National Learning Standards and Illinois Learning Standards. Instruction, learning materials and assessments are differentiated to meet students’ unique, individual needs. We approach education from a holistic perspective and offer a vast array of programs, services, resources and supports to address every element that has potential to impact a student’s ability to excel in school. Every student has numerous opportunities to develop leadership skills. All students are given civic responsibilities and are expected to exhibit good character.",Principal,Aaron Rucker,Assistant Principal,Darnell Garner,7735353843,7735353883,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610153,http://ryderschool.org/,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",405,311,108,2,399,2,1,0,0,0,0,2,0,1,There are 405 students enrolled at RYDER.  76.8% are Low Income Students.  26.7% are Diverse Learners.  0.5% are Limited English Learners.,The largest demographic at RYDER is Black.  This demographic makes up 98.5% of the student population.  The second greatest demographic is Other at 0.7%.,Y,Full Day,08:45 AM-03:45 PM,Y,"24, 87",Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2017-2018,Network 11,Y,N,Y,N,2004-09-01T00:00:00.000,41.735379,-87.638843,"{'latitude': '41.735379', 'longitude': '-87.638843', 'human_address': '{""address"": ""8716 S WALLACE ST"", ""city"": ""Chicago"", ""state"": ""Illinois"", ""zip"": ""60620""}'}",70,21554,59,608,13,,,,Red,,,,,Technology Coordinator,Montell Pinkston,,,,,Half Day,Y,Y,Rock Island District (RI),,,,,,,,,,,,,,
609956,3680,23461,GRIMES,Robert L Grimes Elementary School,ES,N,Y,Y,Y,Grimes Elementary offers an extensive and well-rounded curriculum. Technology is integrated in all classrooms daily. Grimes has a 1:1 Chromebook usage in grades 3-8. Grimes is a state-recognized Spotlight School for achievement on the state test. Grimes School has consistently been rated a Level 1+ school.  Scores are above average in areas tested. The school has a full inclusion special education program and offers extracurricular programs for all students.,Principal,Judith Rosemary Carlson,Assistant Principal,Katherine M Engelhardt,7735352364,7735352366,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609956,http://grimesfleming.com,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",440,349,54,144,12,389,35,1,0,0,0,3,0,0,There are 440 students enrolled at GRIMES.  79.3% are Low Income Students.  12.3% are Diverse Learners.  32.7% are Limited English Learners.,The largest demographic at GRIMES is Hispanic.  This demographic makes up 88.4% of the student population.  The second greatest demographic is White at 8%.,Y,Full Day,08:00 AM-03:00 PM,Y,"63W, 165",Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2017-2018,Network 10,Y,N,Y,N,2004-09-01T00:00:00.000,41.775464,-87.758803,"{'latitude': '41.775464', 'longitude': '-87.758803', 'human_address': '{""address"": ""5450 W 64TH PL"", ""city"": ""Chicago"", ""state"": ""Illinois"", ""zip"": ""60638""}'}",62,22268,7,337,15,http://www.facebook.com/grimesflemingelementaryschool,7:45 AM,Spanish for Heritage Speakers,Orange,,,,,,,3:00-5:00,,,,Half Day,,,,,,,,,,,,,,,,,
610559,9597,27091,SHIELDS MIDDLE,James Shields Middle School,MS,N,Y,Y,N,"The James Shields Middle School Community, consisting of students, families, staff, and partners will work together to provide academic rigor and enrichment in a nurturing, positive, and safe environment. As a team, we will create a college and career ready experience that will encourage each student to be RESPECTFUL, RESPONSIBLE, COURAGEOUS, WISE, and to act with INTEGRITY. Shields Middle School students will advance their intellectual and leadership qualities to make a positive impact in Brighton Park and beyond.  At Shields MS, we are defining what High School, College and Career Readiness look like at the middle grades level. As one of the few middle schools in Chicago, we are uniquely positioned to serve the needs of grade 5-8 students. We believe that students at this age deserve a program of study that is uniquely specialized to their developmental needs and we strive to provide an experience that will help students grow academically and socially. Aside from core curriculum coursework, additional offerings during the school day include: AVID, Entrepreneurship (NFTE), Spanish for Heritage Speakers, Visual Art, Music and Band, guidance classes, PE/health and HS/college tours.",Principal,Debra Ann Fritz-Fanning,Assistant Principal,Diana Vergara,7735357115,7735357296,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610559,http://www.shieldsmiddleschool.org,Y,"5,6,7,8",5-8,591,548,108,129,11,567,10,1,0,0,0,0,0,2,There are 591 students enrolled at SHIELDS MIDDLE.  92.7% are Low Income Students.  18.3% are Diverse Learners.  21.8% are Limited English Learners.,The largest demographic at SHIELDS MIDDLE is Hispanic.  This demographic makes up 95.9% of the student population.  The second greatest demographic is Black at 1.9%.,Y,,8:15am-3:15pm,Y,,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2017-2018,Network 8,Y,N,Y,N,2012-07-01T00:00:00.000,41.806491,-87.68978,"{'latitude': '41.806491', 'longitude': '-87.68978', 'human_address': '{""address"": ""2611 W 48TH ST"", ""city"": ""Chicago"", ""state"": ""Illinois"", ""zip"": ""60632""}'}",55,22248,56,85,8,,8:05am,Spanish for Heritage Speakers,Orange,,,,,,,3:15pm-5:00pm,,,Y,,,,,,,,,,,,,,,,,,
